"feature_token","feature_lemma","feature_pos","characteristics","dependency_relation","concept_token","concept_lemma","concept_pos","freq","id"
"bands","band","NOUN","Number=Plur","obj","lurking","lurk","VERB",1,"band lurk"
"art","art","NOUN","Number=Sing","nmod","chandeliers","chandelier","NOUN",11,"art chandelier"
"art","art","NOUN","Number=Sing","nmod","graving","graving","NOUN",1,"art graving"
"radio","radio","NOUN","Number=Sing","nmod","election","election","NOUN",1,"radio election"
"art","art","NOUN","Number=Sing","nmod","nude","nude","NOUN",8,"art nude"
"radio","radio","NOUN","Number=Sing","obl","alone","alone","ADJ",11,"radio alone"
"art","art","NOUN","Number=Sing","obl","link","link","VERB",4,"art link"
"arts","art","NOUN","Number=Plur","nsubj","spirit","spirit","NOUN",1,"art spirit"
"radios","radio","NOUN","Number=Plur","nmod","duplicates","duplicate","NOUN",1,"radio duplicate"
"art","art","NOUN","Number=Sing","obl","attracts","attract","VERB",1,"art attract"
"concert","concert","NOUN","Number=Sing","obj","offer","offer","VERB",2,"concert offer"
"art","art","NOUN","Number=Sing","nmod","millennia","millennia","NOUN",1,"art millennia"
"art","art","NOUN","Number=Sing","nsubj","returned","return","VERB",1,"art return"
"radio","radio","NOUN","Number=Sing","nsubj","case","case","NOUN",9,"radio case"
"bands","band","NOUN","Number=Plur","nsubj","killing","kill","VERB",5,"band kill"
"bands","band","NOUN","Number=Plur","obl","fled","fle","VERB",5,"band fle"
"band","band","NOUN","Number=Sing","nsubj","controls","control","VERB",5,"band control"
"band","band","NOUN","Number=Sing","nsubj","village","village","NOUN",5,"band village"
"arts","art","NOUN","Number=Plur","obl","sculptor","sculptor","NOUN",1,"art sculptor"
"art","art","NOUN","Number=Sing","obj","cry","cry","VERB",1,"art cry"
"radio","radio","NOUN","Number=Sing","nsubj","airlines","airline","VERB",1,"radio airline"
"radio","radio","NOUN","Number=Sing","nmod","major","major","NOUN",1,"radio major"
"band","band","NOUN","Number=Sing","nsubj","flag","flag","NOUN",4,"band flag"
"art","art","NOUN","Number=Sing","nmod","denial","denial","NOUN",2,"art denial"
"band","band","NOUN","Number=Sing","nsubj","door","door","NOUN",1,"band door"
"art","art","NOUN","Number=Sing","nmod","commitment","commitment","NOUN",2,"art commitment"
"art","art","NOUN","Number=Sing","nsubj","unparalleled","unparalleled","ADJ",1,"art unparalleled"
"art","art","NOUN","Number=Sing","obl","compound","compound","VERB",1,"art compound"
"art","art","NOUN","Number=Sing","obl","tendency","tendency","NOUN",1,"art tendency"
"art","art","NOUN","Number=Sing","obl","foul","foul","ADJ",1,"art foul"
"radio","radio","NOUN","Number=Sing","nsubj","stable","stable","ADJ",2,"radio stable"
"concert","concert","NOUN","Number=Sing","obj","denying","deny","VERB",2,"concert deny"
"radio","radio","NOUN","Number=Sing","nsubj","icy","icy","VERB",1,"radio icy"
"art","art","NOUN","Number=Sing","obl","miss","miss","NOUN",2,"art miss"
"art","art","NOUN","Number=Sing","obj","modern","modern","VERB",1,"art modern"
"radio","radio","NOUN","Number=Sing","obj","offering","offer","VERB",2,"radio offer"
"radio","radio","NOUN","Number=Sing","obl","rouse","rouse","VERB",1,"radio rouse"
"art","art","NOUN","Number=Sing","obj","transform","transform","VERB",1,"art transform"
"art","art","NOUN","Number=Sing","obl","confined","confine","VERB",4,"art confine"
"band","band","NOUN","Number=Sing","nsubj","using","use","VERB",1,"band use"
"art","art","NOUN","Number=Sing","nsubj","appealed","appeal","VERB",3,"art appeal"
"art","art","NOUN","Number=Sing","nsubj","extent","extend","NOUN",3,"art extend"
"band","band","NOUN","Number=Sing","obj","tjust","tjust","VERB",1,"band tjust"
"radio","radio","NOUN","Number=Sing","obl","italian","italian","ADJ",1,"radio italian"
"radio","radio","NOUN","Number=Sing","nsubj","brands","brand","VERB",2,"radio brand"
"art","art","NOUN","Number=Sing","nmod","francisco","francisco","NOUN",1,"art francisco"
"radio","radio","NOUN","Number=Sing","obl","imitating","imitat","VERB",1,"radio imitat"
"art","art","NOUN","Number=Sing","nsubj","interpret","interpret","VERB",7,"art interpret"
"art","art","NOUN","Number=Sing","nmod","carcass","carcass","NOUN",2,"art carcass"
"bands","band","NOUN","Number=Plur","nmod","father","father","NOUN",1,"band father"
"radio","radio","NOUN","Number=Sing","obl","consecutive","consecutive","ADJ",5,"radio consecutive"
"radio","radio","NOUN","Number=Sing","obl","evangelist","evangelist","VERB",5,"radio evangelist"
"radio","radio","NOUN","Number=Sing","nmod","grand","grand","ADJ",5,"radio grand"
"radio","radio","NOUN","Number=Sing","obj","hooks","hook","VERB",18,"radio hook"
"radio","radio","NOUN","Number=Sing","nmod","gunfire","gunfire","VERB",1,"radio gunfire"
"radio","radio","NOUN","Number=Sing","nmod","broadcast","broadcast","VERB",7,"radio broadcast"
"radio","radio","NOUN","Number=Sing","obj","scanning","scan","VERB",13,"radio scan"
"art","art","NOUN","Number=Sing","obl","converse","converse","VERB",1,"art converse"
"art","art","NOUN","Number=Sing","nsubj","aimed","aim","VERB",2,"art aim"
"art","art","NOUN","Number=Sing","obl","dabble","dabble","ADJ",1,"art dabble"
"art","art","NOUN","Number=Sing","iobj","gives","give","VERB",2,"art give"
"art","art","NOUN","Number=Sing","nmod","apollo","apollo","NOUN",2,"art apollo"
"art","art","NOUN","Number=Sing","obj","underlie","underlie","VERB",2,"art underlie"
"radio","radio","NOUN","Number=Sing","obj","recommending","recommend","VERB",1,"radio recommend"
"radio","radio","NOUN","Number=Sing","nmod","bourdon","bourdon","NOUN",2,"radio bourdon"
"radio","radio","NOUN","Number=Sing","nsubj","burden","burden","NOUN",1,"radio burden"
"art","art","NOUN","Number=Sing","nsubj","occupation","occupation","NOUN",3,"art occupation"
"band","band","NOUN","Number=Sing","obj","unclasp","unclasp","VERB",2,"band unclasp"
"bands","band","NOUN","Number=Plur","obl","lived","live","VERB",1,"band live"
"concert","concert","NOUN","Number=Sing","nmod","billboards","billboard","NOUN",1,"concert billboard"
"concert","concert","NOUN","Number=Sing","obl","daydreaming","daydreaming","VERB",1,"concert daydreaming"
"radio","radio","NOUN","Number=Sing","obj","trun","trun","VERB",2,"radio trun"
"art","art","NOUN","Number=Sing","nsubj","horse","horse","NOUN",1,"art horse"
"concert","concert","NOUN","Number=Sing","nsubj","shouldn","shouldn","VERB",2,"concert shouldn"
"radio","radio","NOUN","Number=Sing","obl","armed","arm","ADJ",1,"radio arm"
"radio","radio","NOUN","Number=Sing","nsubj","agrigento","agrigento","NOUN",1,"radio agrigento"
"band","band","NOUN","Number=Sing","nsubj","hunt","hunt","VERB",1,"band hunt"
"band","band","NOUN","Number=Sing","nmod","movement","movement","NOUN",1,"band movement"
"art","art","NOUN","Number=Sing","nsubj","aspired","aspire","VERB",1,"art aspire"
"art","art","NOUN","Number=Sing","obl","extending","extend","VERB",1,"art extend"
"radios","radio","NOUN","Number=Plur","obj","'t","'t","VERB",1,"radio 't"
"radios","radio","NOUN","Number=Plur","obl","find","find","VERB",2,"radio find"
"radios","radio","NOUN","Number=Plur","nmod","leak","leak","NOUN",1,"radio leak"
"radios","radio","NOUN","Number=Plur","obj","stick","stick","VERB",1,"radio stick"
"radios","radio","NOUN","Number=Plur","nmod","french","french","NOUN",1,"radio french"
"concert","concert","NOUN","Number=Sing","obl","concerned","concerned","ADJ",3,"concert concerned"
"arts","art","NOUN","Number=Plur","nsubj","life","life","NOUN",2,"art life"
"art","art","NOUN","Number=Sing","obl","existed","exist","VERB",2,"art exist"
"arts","art","NOUN","Number=Plur","obl","passes","pass","VERB",2,"art pass"
"art","art","NOUN","Number=Sing","nmod","historian","historian","NOUN",2,"art historian"
"concert","concert","NOUN","Number=Sing","obj","celebration","celebration","NOUN",2,"concert celebration"
"radio","radio","NOUN","Number=Sing","obj","dismantle","dismantle","VERB",1,"radio dismantle"
"bands","band","NOUN","Number=Plur","obl","snapping","snapp","VERB",1,"band snapp"
"radio","radio","NOUN","Number=Sing","obj","flick","flick","VERB",3,"radio flick"
"band","band","NOUN","Number=Sing","obl","flipped","flip","VERB",3,"band flip"
"band","band","NOUN","Number=Sing","nmod","pieces","piece","NOUN",3,"band piece"
"art","art","NOUN","Number=Sing","nsubj","unites","unites","VERB",4,"art unites"
"art","art","NOUN","Number=Sing","nmod","l","l","NOUN",2,"art l"
"art","art","NOUN","Number=Sing","nsubj","unite","unite","VERB",4,"art unite"
"radio","radio","NOUN","Number=Sing","obl","f.b.i","f.b.i","NOUN",3,"radio f.b.i"
"concert","concert","NOUN","Number=Sing","nmod","call","call","NOUN",2,"concert call"
"band","band","NOUN","Number=Sing","obj","gilmore","gilmore","VERB",1,"band gilmore"
"radio","radio","NOUN","Number=Sing","obj","puddy","puddy","VERB",4,"radio puddy"
"radio","radio","NOUN","Number=Sing","nmod","hub","hub","NOUN",3,"radio hub"
"concert","concert","NOUN","Number=Sing","obl","draw","draw","VERB",1,"concert draw"
"concert","concert","NOUN","Number=Sing","obl","does","do","VERB",1,"concert do"
"radio","radio","NOUN","Number=Sing","nsubj","offers","offer","VERB",4,"radio offer"
"band","band","NOUN","Number=Sing","obj","bad","bad","ADJ",6,"band bad"
"bands","band","NOUN","Number=Plur","obj","permit","permit","VERB",1,"band permit"
"radio","radio","NOUN","Number=Sing","obl","als","als","NOUN",1,"radio als"
"band","band","NOUN","Number=Sing","obj","cheering","cheer","VERB",1,"band cheer"
"band","band","NOUN","Number=Sing","obj","clamoring","clamor","VERB",1,"band clamor"
"band","band","NOUN","Number=Sing","nmod","creek","creek","NOUN",2,"band creek"
"radio","radio","NOUN","Number=Sing","nsubj","indipensable","indipensable","ADJ",3,"radio indipensable"
"art","art","NOUN","Number=Sing","nsubj","ment","ment","NOUN",2,"art ment"
"radio","radio","NOUN","Number=Sing","nsubj","indispensable","indispensable","ADJ",1,"radio indispensable"
"concert","concert","NOUN","Number=Sing","nmod","et","et","NOUN",1,"concert et"
"band","band","NOUN","Number=Sing","nmod","format","format","NOUN",1,"band format"
"radio","radio","NOUN","Number=Sing","obl","blabber","blabber","VERB",1,"radio blabber"
"band","band","NOUN","Number=Sing","nmod","reedman","reedman","NOUN",3,"band reedman"
"radio","radio","NOUN","Number=Sing","nmod","urn","urn","NOUN",1,"radio urn"
"band","band","NOUN","Number=Sing","obj","mimicking","mimick","VERB",2,"band mimick"
"concert","concert","NOUN","Number=Sing","nmod","selection","selection","NOUN",1,"concert selection"
"band","band","NOUN","Number=Sing","obl","other","other","ADJ",2,"band other"
"band","band","NOUN","Number=Sing","obl","sergeant","sergeant","ADJ",2,"band sergeant"
"bands","band","NOUN","Number=Plur","obl","handle","handle","VERB",1,"band handle"
"art","art","NOUN","Number=Sing","nmod","forgeries","forgery","NOUN",1,"art forgery"
"art","art","NOUN","Number=Sing","obj","investigate","investigate","VERB",1,"art investigate"
"radio","radio","NOUN","Number=Sing","obj","changing","change","VERB",1,"radio change"
"art","art","NOUN","Number=Sing","nmod","nuts","nut","NOUN",2,"art nut"
"art","art","NOUN","Number=Sing","obj","spoil","spoil","VERB",1,"art spoil"
"radios","radio","NOUN","Number=Plur","nmod","reading","read","VERB",4,"radio read"
"band","band","NOUN","Number=Sing","obj","engage","engage","VERB",1,"band engage"
"radio","radio","NOUN","Number=Sing","obl","finished","finish","VERB",1,"radio finish"
"bands","band","NOUN","Number=Plur","nmod","jerseys","jersey","NOUN",2,"band jersey"
"band","band","NOUN","Number=Sing","nmod","loafers","loafer","NOUN",1,"band loafer"
"concert","concert","NOUN","Number=Sing","obl","scorned","scorne","VERB",2,"concert scorne"
"band","band","NOUN","Number=Sing","nmod","saxophoner","saxophoner","NOUN",2,"band saxophoner"
"radio","radio","NOUN","Number=Sing","obl","brill","brill","VERB",1,"radio brill"
"radio","radio","NOUN","Number=Sing","obl","drop","drop","VERB",1,"radio drop"
"radio","radio","NOUN","Number=Sing","obj","step","step","VERB",5,"radio step"
"radio","radio","NOUN","Number=Sing","nmod","forget","forget","VERB",2,"radio forget"
"art","art","NOUN","Number=Sing","nmod","libel","libel","NOUN",2,"art libel"
"art","art","NOUN","Number=Sing","obl","quarrel","quarrel","VERB",3,"art quarrel"
"bands","band","NOUN","Number=Plur","nmod","leaders","leader","NOUN",3,"band leader"
"radio","radio","NOUN","Number=Sing","nsubj","delays","delay","NOUN",1,"radio delay"
"band","band","NOUN","Number=Sing","obl","intro","intro","VERB",1,"band intro"
"band","band","NOUN","Number=Sing","obj","bump","bump","VERB",1,"band bump"
"art","art","NOUN","Number=Sing","nsubj","ended","end","VERB",2,"art end"
"art","art","NOUN","Number=Sing","nsubj","disappear","disappear","VERB",1,"art disappear"
"band","band","NOUN","Number=Sing","nsubj","gathered","gather","VERB",1,"band gather"
"radio","radio","NOUN","Number=Sing","nsubj","bulletin","bulletin","NOUN",3,"radio bulletin"
"radio","radio","NOUN","Number=Sing","nmod","position","position","NOUN",4,"radio position"
"radio","radio","NOUN","Number=Sing","nmod","candy","candy","NOUN",1,"radio candy"
"radio","radio","NOUN","Number=Sing","nsubj","fugue","fugue","NOUN",1,"radio fugue"
"band","band","NOUN","Number=Sing","nsubj","attack","attack","VERB",2,"band attack"
"concert","concert","NOUN","Number=Sing","obl","dear","dear","ADJ",1,"concert dear"
"concert","concert","NOUN","Number=Sing","nmod","poem","poem","NOUN",1,"concert poem"
"radio","radio","NOUN","Number=Sing","obl","joe","joe","VERB",1,"radio joe"
"arts","art","NOUN","Number=Plur","obj","receive","receive","VERB",1,"art receive"
"radio","radio","NOUN","Number=Sing","nmod","employment","employment","NOUN",1,"radio employment"
"band","band","NOUN","Number=Sing","obj","treat","treat","VERB",4,"band treat"
"band","band","NOUN","Number=Sing","obl","drowned","drown","VERB",1,"band drown"
"art","art","NOUN","Number=Sing","nsubj","fascinated","fascinate","VERB",10,"art fascinate"
"band","band","NOUN","Number=Sing","nmod","silence","silence","NOUN",1,"band silence"
"concert","concert","NOUN","Number=Sing","obl","substituting","substitute","VERB",1,"concert substitute"
"art","art","NOUN","Number=Sing","obl","rains","rain","VERB",1,"art rain"
"band","band","NOUN","Number=Sing","nsubj","blares","blare","VERB",2,"band blare"
"band","band","NOUN","Number=Sing","nmod","peace","peace","NOUN",1,"band peace"
"band","band","NOUN","Number=Sing","nmod","secured","secure","VERB",3,"band secure"
"band","band","NOUN","Number=Sing","nmod","woodwind","woodwind","NOUN",3,"band woodwind"
"band","band","NOUN","Number=Sing","nmod","guest","guest","NOUN",3,"band guest"
"band","band","NOUN","Number=Sing","nmod","ploy","ploy","NOUN",3,"band ploy"
"band","band","NOUN","Number=Sing","obj","guarding","guard","VERB",1,"band guard"
"bands","band","NOUN","Number=Plur","obl","stuck","stuck","ADJ",1,"band stuck"
"radio","radio","NOUN","Number=Sing","obj","douse","douse","VERB",5,"radio douse"
"band","band","NOUN","Number=Sing","nmod","marked","mark","VERB",1,"band mark"
"band","band","NOUN","Number=Sing","obl","challenged","challenge","VERB",4,"band challenge"
"radio","radio","NOUN","Number=Sing","obl","spitting","spitting","VERB",4,"radio spitting"
"radio","radio","NOUN","Number=Sing","obl","whining","whining","VERB",2,"radio whining"
"art","art","NOUN","Number=Sing","obj","blessing","bless","VERB",1,"art bless"
"radio","radio","NOUN","Number=Sing","nsubj","democrat","democrat","VERB",1,"radio democrat"
"art","art","NOUN","Number=Sing","obl","lighting","light","VERB",3,"art light"
"art","art","NOUN","Number=Sing","nmod","winner","winner","NOUN",1,"art winner"
"art","art","NOUN","Number=Sing","nmod","trophies","trophy","NOUN",4,"art trophy"
"art","art","NOUN","Number=Sing","obj","suggest","suggest","VERB",2,"art suggest"
"art","art","NOUN","Number=Sing","nsubj","stranger","stranger","NOUN",79,"art stranger"
"radios","radio","NOUN","Number=Plur","obj","repairing","repair","VERB",2,"radio repair"
"radio","radio","NOUN","Number=Sing","obl","earned","earn","VERB",3,"radio earn"
"radio","radio","NOUN","Number=Sing","nsubj","easy","easy","ADJ",3,"radio easy"
"radio","radio","NOUN","Number=Sing","obj","covers","cover","VERB",3,"radio cover"
"radios","radio","NOUN","Number=Plur","obj","smashing","smashe","VERB",1,"radio smashe"
"radio","radio","NOUN","Number=Sing","nmod","prisoners","prisoner","NOUN",1,"radio prisoner"
"concert","concert","NOUN","Number=Sing","nmod","glory","glory","NOUN",1,"concert glory"
"bands","band","NOUN","Number=Plur","nsubj","march","march","VERB",1,"band march"
"concert","concert","NOUN","Number=Sing","nmod","directions","direction","NOUN",1,"concert direction"
"band","band","NOUN","Number=Sing","obj","paladin","paladin","VERB",1,"band paladin"
"radio","radio","NOUN","Number=Sing","nmod","ryan","ryan","NOUN",1,"radio ryan"
"radio","radio","NOUN","Number=Sing","nmod","lion","lion","NOUN",1,"radio lion"
"art","art","NOUN","Number=Sing","obl","welsh","welsh","VERB",1,"art welsh"
"art","art","NOUN","Number=Sing","obl","strip","strip","VERB",1,"art strip"
"band","band","NOUN","Number=Sing","obl","one","one","NOUN",4,"band one"
"band","band","NOUN","Number=Sing","nmod","theater","theater","NOUN",2,"band theater"
"band","band","NOUN","Number=Sing","obl","possible","possible","ADJ",2,"band possible"
"concert","concert","NOUN","Number=Sing","nmod","normal","normal","NOUN",3,"concert normal"
"concert","concert","NOUN","Number=Sing","obl","mentioned","mention","VERB",1,"concert mention"
"concert","concert","NOUN","Number=Sing","obl","scored","score","VERB",1,"concert score"
"concert","concert","NOUN","Number=Sing","obl","sworn","swear","VERB",1,"concert swear"
"arts","art","NOUN","Number=Plur","nmod","took","take","VERB",1,"art take"
"band","band","NOUN","Number=Sing","nmod","website","website","NOUN",2,"band website"
"concert","concert","NOUN","Number=Sing","nmod","pageantry","pageantry","NOUN",6,"concert pageantry"
"band","band","NOUN","Number=Sing","nmod","christ","christ","NOUN",2,"band christ"
"radio","radio","NOUN","Number=Sing","nmod","carl","carl","NOUN",1,"radio carl"
"arts","art","NOUN","Number=Plur","obl","ls","l","VERB",1,"art l"
"arts","art","NOUN","Number=Plur","obj","square","square","VERB",1,"art square"
"art","art","NOUN","Number=Sing","obl","clean","clean","ADJ",1,"art clean"
"radio","radio","NOUN","Number=Sing","nmod","told","tell","VERB",4,"radio tell"
"band","band","NOUN","Number=Sing","obj","lined","line","VERB",2,"band line"
"band","band","NOUN","Number=Sing","nmod","digits","digit","NOUN",2,"band digit"
"radio","radio","NOUN","Number=Sing","nmod","topside","topside","NOUN",2,"radio topside"
"art","art","NOUN","Number=Sing","obj","yelling","yell","VERB",1,"art yell"
"art","art","NOUN","Number=Sing","obj","whispering","whisper","VERB",1,"art whisper"
"art","art","NOUN","Number=Sing","obl","emergency","emergency","NOUN",1,"art emergency"
"bands","band","NOUN","Number=Plur","obj","blow","blow","VERB",1,"band blow"
"concert","concert","NOUN","Number=Sing","nsubj","gave","give","VERB",1,"concert give"
"band","band","NOUN","Number=Sing","nmod","heard","heard","NOUN",1,"band heard"
"band","band","NOUN","Number=Sing","obl","'er","'er","VERB",1,"band 'er"
"band","band","NOUN","Number=Sing","obl","sitting","sitting","VERB",5,"band sitting"
"art","art","NOUN","Number=Sing","nmod","instructor","instructor","NOUN",4,"art instructor"
"art","art","NOUN","Number=Sing","obj","adopting","adopt","VERB",1,"art adopt"
"band","band","NOUN","Number=Sing","obl","hacks","hack","VERB",1,"band hack"
"concert","concert","NOUN","Number=Sing","nmod","aviv","aviv","NOUN",1,"concert aviv"
"radio","radio","NOUN","Number=Sing","nmod","run","run","NOUN",2,"radio run"
"radio","radio","NOUN","Number=Sing","nsubj","censoring","censor","VERB",1,"radio censor"
"radio","radio","NOUN","Number=Sing","obj","bans","ban","VERB",1,"radio ban"
"concert","concert","NOUN","Number=Sing","obl","downloaded","download","VERB",2,"concert download"
"concert","concert","NOUN","Number=Sing","nmod","phoenicks","phoenick","NOUN",2,"concert phoenick"
"radio","radio","NOUN","Number=Sing","nmod","won","win","VERB",1,"radio win"
"concerts","concert","NOUN","Number=Plur","obj","gotten","get","VERB",11,"concert get"
"concert","concert","NOUN","Number=Sing","nmod","discount","discount","NOUN",11,"concert discount"
"band","band","NOUN","Number=Sing","obj","jay","jay","VERB",1,"band jay"
"radio","radio","NOUN","Number=Sing","nmod","general","general","NOUN",1,"radio general"
"radio","radio","NOUN","Number=Sing","nmod","start","start","NOUN",1,"radio start"
"band","band","NOUN","Number=Sing","obl","occur","occur","VERB",1,"band occur"
"radio","radio","NOUN","Number=Sing","nmod","burst","burst","NOUN",1,"radio burst"
"bands","band","NOUN","Number=Plur","obl","hit","hit","VERB",2,"band hit"
"radio","radio","NOUN","Number=Sing","obj","supports","support","VERB",2,"radio support"
"arts","art","NOUN","Number=Plur","obl","magnate","magnate","VERB",1,"art magnate"
"band","band","NOUN","Number=Sing","nmod","letters","letter","NOUN",1,"band letter"
"arts","art","NOUN","Number=Plur","nmod","range","range","NOUN",8,"art range"
"band","band","NOUN","Number=Sing","obl","burying","bury","VERB",2,"band bury"
"band","band","NOUN","Number=Sing","nsubj","fun","fun","NOUN",1,"band fun"
"band","band","NOUN","Number=Sing","nsubj","provide","provide","VERB",5,"band provide"
"band","band","NOUN","Number=Sing","obj","smoke","smoke","VERB",5,"band smoke"
"concert","concert","NOUN","Number=Sing","nsubj","hold","hold","VERB",1,"concert hold"
"art","art","NOUN","Number=Sing","nmod","guys","guy","NOUN",7,"art guy"
"arts","art","NOUN","Number=Plur","obl","major","major","VERB",2,"art major"
"arts","art","NOUN","Number=Plur","obj","revived","revive","VERB",2,"art revive"
"arts","art","NOUN","Number=Plur","obj","re-learn","re-learn","VERB",2,"art re-learn"
"band","band","NOUN","Number=Sing","obj","driving","drive","VERB",1,"band drive"
"radio","radio","NOUN","Number=Sing","nsubj","start","start","NOUN",2,"radio start"
"concerts","concert","NOUN","Number=Plur","nsubj","francs","franc","NOUN",1,"concert franc"
"concert","concert","NOUN","Number=Sing","nmod","dvd","dvd","NOUN",17,"concert dvd"
"concert","concert","NOUN","Number=Sing","nmod","anniversary","anniversary","NOUN",16,"concert anniversary"
"radios","radio","NOUN","Number=Plur","obj","seen","see","VERB",2,"radio see"
"band","band","NOUN","Number=Sing","obl","dounds","dound","VERB",2,"band dound"
"concert","concert","NOUN","Number=Sing","nmod","sell","sell","VERB",1,"concert sell"
"concert","concert","NOUN","Number=Sing","nsubj","'e","'e","NOUN",1,"concert 'e"
"radio","radio","NOUN","Number=Sing","obl","twist","twist","VERB",1,"radio twist"
"bands","band","NOUN","Number=Plur","nmod","scatter","scatter","NOUN",2,"band scatter"
"art","art","NOUN","Number=Sing","nsubj","upbeat","upbeat","ADJ",1,"art upbeat"
"art","art","NOUN","Number=Sing","nsubj","positive","positive","ADJ",1,"art positive"
"concert","concert","NOUN","Number=Sing","nsubj","live","live","NOUN",1,"concert live"
"art","art","NOUN","Number=Sing","obj","supports","support","VERB",2,"art support"
"band","band","NOUN","Number=Sing","nmod","thought","thought","NOUN",5,"band thought"
"radio","radio","NOUN","Number=Sing","obl","terrible","terrible","ADJ",1,"radio terrible"
"radio","radio","NOUN","Number=Sing","obl","nailed","nail","VERB",1,"radio nail"
"art","art","NOUN","Number=Sing","nsubj","learned","learn","VERB",4,"art learn"
"concert","concert","NOUN","Number=Sing","obl","spoken","speak","VERB",1,"concert speak"
"concert","concert","NOUN","Number=Sing","obj","spoken","speak","VERB",2,"concert speak"
"arts","art","NOUN","Number=Plur","obj","researching","research","VERB",8,"art research"
"band","band","NOUN","Number=Sing","nmod","existence","existence","NOUN",4,"band existence"
"radio","radio","NOUN","Number=Sing","obl","amplified","amplify","VERB",2,"radio amplify"
"art","art","NOUN","Number=Sing","obj","joined","join","VERB",1,"art join"
"concert","concert","NOUN","Number=Sing","nmod","son","son","NOUN",1,"concert son"
"art","art","NOUN","Number=Sing","obl","drowned","drown","VERB",15,"art drown"
"art","art","NOUN","Number=Sing","nsubj","princess","princess","NOUN",13,"art princess"
"art","art","NOUN","Number=Sing","nsubj","touch","touch","NOUN",9,"art touch"
"art","art","NOUN","Number=Sing","obj","enforce","enforce","VERB",17,"art enforce"
"radio","radio","NOUN","Number=Sing","obl","fuck","fuck","VERB",1,"radio fuck"
"radio","radio","NOUN","Number=Sing","nmod","shaw","shee","NOUN",2,"radio shee"
"concert","concert","NOUN","Number=Sing","nmod","guitar","guitar","NOUN",1,"concert guitar"
"band","band","NOUN","Number=Sing","nsubj","realised","realise","VERB",1,"band realise"
"art","art","NOUN","Number=Sing","obl","scribbled","scribble","VERB",1,"art scribble"
"band","band","NOUN","Number=Sing","nsubj","soaking","soak","ADJ",1,"band soak"
"band","band","NOUN","Number=Sing","nsubj","soaking","soak","VERB",1,"band soak"
"concert","concert","NOUN","Number=Sing","nsubj","distract","distract","VERB",1,"concert distract"
"band","band","NOUN","Number=Sing","nsubj","light","light","VERB",3,"band light"
"concert","concert","NOUN","Number=Sing","nsubj","order","order","NOUN",5,"concert order"
"bands","band","NOUN","Number=Plur","nmod","aparts","apart","NOUN",2,"band apart"
"band","band","NOUN","Number=Sing","obj","left","leave","ADJ",2,"band leave"
"radio","radio","NOUN","Number=Sing","nmod","goodbye","goodbye","NOUN",2,"radio goodbye"
"radio","radio","NOUN","Number=Sing","obl","cate","cate","VERB",1,"radio cate"
"bands","band","NOUN","Number=Plur","nmod","music","music","NOUN",2,"band music"
"arts","art","NOUN","Number=Plur","obl","focusing","focus","VERB",2,"art focus"
"arts","art","NOUN","Number=Plur","obj","focusing","focus","VERB",2,"art focus"
"art","art","NOUN","Number=Sing","nsubj","reduces","reduce","VERB",1,"art reduce"
"radio","radio","NOUN","Number=Sing","obl","swain","swain","VERB",1,"radio swain"
"concerts","concert","NOUN","Number=Plur","nmod","collection","collection","NOUN",1,"concert collection"
"art","art","NOUN","Number=Sing","obl","weren","weren","VERB",3,"art weren"
"art","art","NOUN","Number=Sing","nsubj","aiding","aid","VERB",1,"art aid"
"art","art","NOUN","Number=Sing","obl","special","special","ADJ",13,"art special"
"arts","art","NOUN","Number=Plur","obl","sure","sure","ADJ",2,"art sure"
"arts","art","NOUN","Number=Plur","nmod","proponent","proponent","NOUN",2,"art proponent"
"band","band","NOUN","Number=Sing","nsubj","benign","benign","ADJ",6,"band benign"
"concert","concert","NOUN","Number=Sing","obl","seem","seem","VERB",3,"concert seem"
"art","art","NOUN","Number=Sing","obl","noble","noble","ADJ",5,"art noble"
"radio","radio","NOUN","Number=Sing","obl","triangulating","triangulat","VERB",2,"radio triangulat"
"arts","art","NOUN","Number=Plur","nsubj","bullshit","bullshit","NOUN",1,"art bullshit"
"arts","art","NOUN","Number=Plur","nsubj","been","be","VERB",1,"art be"
"arts","art","NOUN","Number=Plur","nsubj","hitting","hit","VERB",1,"art hit"
"arts","art","NOUN","Number=Plur","nsubj","cultivation","cultivation","NOUN",1,"art cultivation"
"arts","art","NOUN","Number=Plur","obl","culled","cull","VERB",1,"art cull"
"arts","art","NOUN","Number=Plur","nmod","system","system","NOUN",1,"art system"
"arts","art","NOUN","Number=Plur","nsubj","business","business","NOUN",1,"art business"
"radio","radio","NOUN","Number=Sing","obj","wreck","wreck","VERB",2,"radio wreck"
"concert","concert","NOUN","Number=Sing","obl","unbelievable","unbelievable","ADJ",14,"concert unbelievable"
"concerts","concert","NOUN","Number=Plur","obl","ieft","ieave","VERB",1,"concert ieave"
"concerts","concert","NOUN","Number=Plur","nmod","round","round","NOUN",2,"concert round"
"art","art","NOUN","Number=Sing","nmod","capital","capital","NOUN",2,"art capital"
"concert","concert","NOUN","Number=Sing","nmod","posters","poster","NOUN",2,"concert poster"
"concert","concert","NOUN","Number=Sing","obl","wish","wish","VERB",2,"concert wish"
"concert","concert","NOUN","Number=Sing","obl","cheering","cheer","VERB",2,"concert cheer"
"art","art","NOUN","Number=Sing","nmod","pioneers","pioneer","NOUN",2,"art pioneer"
"concerts","concert","NOUN","Number=Plur","obl","left","leave","VERB",1,"concert leave"
