"feature_token","feature_lemma","feature_pos","characteristics","dependency_relation","concept_token","concept_lemma","concept_pos","freq","id"
"giggles","giggle","NOUN","Number=Plur","nmod","radio","radio","NOUN",1,"radio giggle"
"rights","rights","NOUN","Number=Plur","obl","radio","radio","NOUN",2,"radio rights"
"germany","germany","NOUN","Number=Sing","nsubj","radio","radio","NOUN",2,"radio germany"
"modern","modern","ADJ","Degree=Pos","amod","radio","radio","NOUN",3,"radio modern"
"cuckoo","cuckoo","NOUN","Number=Sing","nmod","band","band","NOUN",20,"band cuckoo"
"terror","terror","NOUN","Number=Sing","nmod","band","band","NOUN",1,"band terror"
"past","past","ADJ","Degree=Pos","amod","bands","band","NOUN",1,"band past"
"illusory","illusory","ADJ","Degree=Pos","amod","art","art","NOUN",2,"art illusory"
"engine","engine","NOUN","Number=Sing","nmod","band","band","NOUN",3,"band engine"
"regards","regards","NOUN","Number=Plur","obj","radio","radio","VERB",3,"radio regards"
"sun","sun","NOUN","Number=Sing","obl","art","art","NOUN",1,"art sun"
"greater","greater","ADJ","Degree=Cmp","nmod","art","art","NOUN",1,"art greater"
"give","give","ADJ","Degree=Pos","amod","concerts","concert","NOUN",2,"concert give"
"tracking","tracking","NOUN","Number=Sing","nsubj","art","art","NOUN",2,"art tracking"
"dispersed","disperse","VERB","Tense=Past|VerbForm=Part","amod","band","band","NOUN",6,"band disperse"
"radiohead","radiohead","NOUN","Number=Sing","nsubj","band","band","NOUN",3,"band radiohead"
"old","old","ADJ","Degree=Pos","obl","radio","radio","NOUN",1,"radio old"
"spectacle","spectacle","NOUN","Number=Sing","nmod","arts","art","NOUN",1,"art spectacle"
"fantômas","fantôma","NOUN","Number=Plur","nmod","band","band","NOUN",1,"band fantôma"
"stallyns","stallyn","NOUN","Number=Plur","nsubj","band","band","NOUN",10,"band stallyn"
"super","super","ADJ","Degree=Cmp","amod","band","band","NOUN",10,"band super"
"buddy","buddy","ADJ","Degree=Pos","amod","bands","band","NOUN",8,"band buddy"
"shooting","shoot","NOUN","Number=Sing","nmod","art","art","NOUN",4,"art shoot"
"plates","plate","NOUN","Number=Plur","nmod","art","art","NOUN",2,"art plate"
"rotation","rotation","NOUN","Number=Sing","nmod","radio","radio","NOUN",2,"radio rotation"
"coconuts","coconut","NOUN","Number=Plur","nmod","radio","radio","NOUN",1,"radio coconut"
"waves","wave","NOUN","Number=Plur","obj","radio","radio","VERB",1,"radio wave"
"reciting","reciting","NOUN","Number=Sing","nmod","art","art","NOUN",1,"art reciting"
"lap","lap","NOUN","Number=Sing","nmod","radio","radio","NOUN",17,"radio lap"
"wouldn","wouldn","NOUN","Number=Sing","nsubj","radio","radio","NOUN",6,"radio wouldn"
"pyrotechnics","pyrotechnic","NOUN","Number=Plur","nmod","art","art","NOUN",1,"art pyrotechnic"
"cursed","cursed","ADJ","Degree=Pos","amod","band","band","NOUN",1,"band cursed"
"inference","inference","NOUN","Number=Sing","nmod","art","art","NOUN",1,"art inference"
"collectively","collectively","ADJ","Degree=Pos","amod","art","art","NOUN",1,"art collectively"
"greeks","greek","NOUN","Number=Plur","obl","art","art","NOUN",1,"art greek"
"definition","definition","NOUN","Number=Sing","nmod","art","art","NOUN",2,"art definition"
"affair","affair","NOUN","Number=Sing","nsubj","art","art","NOUN",5,"art affair"
"fuck","fuck","VERB","Tense=Past|VerbForm=Part","amod","art","art","NOUN",1,"art fuck"
"dish","dish","NOUN","Number=Sing","nmod","radio","radio","NOUN",1,"radio dish"
"aerial","aerial","ADJ","Degree=Pos","amod","radio","radio","NOUN",3,"radio aerial"
"telescopic","telescopic","ADJ","Degree=Pos","amod","radio","radio","NOUN",1,"radio telescopic"
"cottafavi","cottafavi","NOUN","Number=Sing","nmod","art","art","NOUN",2,"art cottafavi"
"singapore","singapore","ADJ","Degree=Pos","amod","radio","radio","NOUN",2,"radio singapore"
"sculpture","sculpture","NOUN","Number=Sing","obl","art","art","NOUN",2,"art sculpture"
"jacket","jacket","NOUN","Number=Sing","nmod","radio","radio","NOUN",2,"radio jacket"
"shut","shut","VERB","Tense=Past|VerbForm=Part","amod","art","art","NOUN",8,"art shut"
"suspicious","suspicious","ADJ","Degree=Pos","amod","art","art","NOUN",8,"art suspicious"
"majestic","majestic","ADJ","Degree=Pos","amod","band","band","NOUN",1,"band majestic"
"indecent","indecent","ADJ","Degree=Pos","amod","bands","band","NOUN",1,"band indecent"
"permit","permit","NOUN","Number=Sing","obl","bands","band","VERB",1,"band permit"
"rock","rock","NOUN","Number=Sing","nsubj","bands","band","VERB",2,"band rock"
"outdoor","outdoor","ADJ","Degree=Pos","amod","concert","concert","ADJ",1,"concert outdoor"
"death","death","NOUN","Number=Sing","nsubj","radio","radio","NOUN",1,"radio death"
"brighter","brighter","NOUN","Number=Sing","obj","radio","radio","NOUN",12,"radio brighter"
"raheem","raheem","NOUN","Number=Sing","obj","radio","radio","VERB",9,"radio raheem"
"chanting","chant","VERB","VerbForm=Ger","amod","radio","radio","NOUN",1,"radio chant"
"bowling","bowling","NOUN","Number=Sing","nmod","art","art","NOUN",3,"art bowling"
"launching","launching","NOUN","Number=Sing","nmod","art","art","NOUN",2,"art launching"
"noodles","noodle","NOUN","Number=Plur","nmod","art","art","NOUN",6,"art noodle"
"eunuchs","eunuch","NOUN","Number=Plur","nmod","art","art","NOUN",2,"art eunuch"
"insipid","insipid","ADJ","Degree=Pos","amod","art","art","NOUN",2,"art insipid"
"sentimental","sentimental","ADJ","Degree=Pos","amod","art","art","NOUN",2,"art sentimental"
"while","while","NOUN","Number=Sing","nmod","art","art","NOUN",1,"art while"
"peaceful","peaceful","ADJ","Degree=Pos","amod","arts","art","NOUN",2,"art peaceful"
"poirot","poirot","NOUN","Number=Sing","obl","band","band","VERB",2,"band poirot"
"permission","permission","NOUN","Number=Sing","nmod","radio","radio","NOUN",10,"radio permission"
"frescoes","frescoe","NOUN","Number=Plur","obl","art","art","VERB",1,"art frescoe"
"area","area","NOUN","Number=Sing","nmod","arts","art","NOUN",3,"art area"
"check","check","NOUN","Number=Sing","obj","art","art","NOUN",1,"art check"
"parish","parish","NOUN","Number=Sing","nmod","radio","radio","NOUN",1,"radio parish"
"foreigners","foreigner","NOUN","Number=Plur","nmod","band","band","NOUN",3,"band foreigner"
"iittle","iitle","ADJ","Degree=Pos","amod","concert","concert","NOUN",1,"concert iitle"
"barracks","barrack","NOUN","Number=Plur","nmod","radio","radio","NOUN",2,"radio barrack"
"lorn","lorn","ADJ","Degree=Pos","amod","concert","concert","NOUN",2,"concert lorn"
"crap","crap","NOUN","Number=Sing","nmod","art","art","NOUN",1,"art crap"
"undefeatable","undefeatable","ADJ","Degree=Pos","amod","art","art","NOUN",2,"art undefeatable"
"mikkyo","mikkyo","NOUN","Number=Sing","nmod","art","art","NOUN",5,"art mikkyo"
"vomit","vomit","ADJ","Degree=Pos","amod","concert","concert","NOUN",1,"concert vomit"
"exploiters","exploiter","NOUN","Number=Plur","nmod","band","band","NOUN",1,"band exploiter"
"key","key","ADJ","Degree=Pos","amod","radio","radio","NOUN",7,"radio key"
"headquarters","headquarters","NOUN","Number=Plur","obj","radioed","radio","VERB",3,"radio headquarters"
"mechanic","mechanic","ADJ","Degree=Pos","amod","art","art","NOUN",1,"art mechanic"
"oozing","oozing","ADJ","Degree=Pos","amod","concert","concert","NOUN",4,"concert oozing"
"similar","similar","ADJ","Degree=Pos","nmod","radio","radio","NOUN",1,"radio similar"
"bears","bear","NOUN","Number=Plur","nmod","band","band","NOUN",4,"band bear"
"shales","shale","NOUN","Number=Plur","nmod","band","band","NOUN",1,"band shale"
"mountainside","mountainside","NOUN","Number=Sing","nmod","band","band","NOUN",1,"band mountainside"
"munich","munich","ADJ","Degree=Pos","amod","radio","radio","NOUN",1,"radio munich"
"klapper","klapper","NOUN","Number=Sing","nsubj","band","band","NOUN",1,"band klapper"
"unifying","unifying","ADJ","Degree=Pos","amod","band","band","NOUN",1,"band unifying"
"archers","archer","NOUN","Number=Plur","nmod","art","art","NOUN",1,"art archer"
"falsehood","falsehood","NOUN","Number=Sing","nmod","art","art","NOUN",1,"art falsehood"
"conductor","conductor","NOUN","Number=Sing","nsubj","radioing","radio","VERB",3,"radio conductor"
"police","police","NOUN","Number=Sing","obl","radioing","radio","VERB",3,"radio police"
"film","film","NOUN","Number=Sing","nmod","band","band","NOUN",1,"band film"
"-up","-up","NOUN","Number=Sing","nmod","art","art","NOUN",3,"art -up"
"up","up","NOUN","Number=Sing","nmod","art","art","NOUN",1,"art up"
"skc","skc","NOUN","Number=Sing","nmod","concert","concert","NOUN",2,"concert skc"
"chopper","chopper","NOUN","Number=Sing","obl","radioed","radio","VERB",2,"radio chopper"
"bbc","bbc","NOUN","Number=Sing","nsubj","radio","radio","NOUN",1,"radio bbc"
"gangs","gang","NOUN","Number=Plur","nsubj","banded","band","VERB",2,"band gang"
"tomorrow","tomorrow","NOUN","Number=Sing","nmod","band","band","NOUN",1,"band tomorrow"
"lines","line","NOUN","Number=Plur","nmod","art","art","NOUN",1,"art line"
"activity","activity","NOUN","Number=Sing","nsubj","arts","art","NOUN",7,"art activity"
"jewish","jewish","ADJ","Degree=Pos","amod","radio","radio","NOUN",6,"radio jewish"
"none","none","NOUN","Number=Sing","nmod","radio","radio","NOUN",2,"radio none"
"masses","mass","NOUN","Number=Plur","nmod","concert","concert","NOUN",2,"concert mass"
"exaggeration","exaggeration","NOUN","Number=Sing","nsubj","art","art","NOUN",1,"art exaggeration"
"pain","pain","NOUN","Number=Sing","nsubj","band","band","NOUN",2,"band pain"
"sunset","sunset","NOUN","Number=Sing","nmod","concert","concert","NOUN",1,"concert sunset"
"winnik","winnik","NOUN","Number=Sing","obj","radioed","radio","VERB",5,"radio winnik"
"allen","allen","VERB","Tense=Past|VerbForm=Part","amod","concert","concert","NOUN",1,"concert allen"
"hanini","hanini","NOUN","Number=Sing","nmod","art","art","NOUN",1,"art hanini"
"archie","archie","NOUN","Number=Sing","nmod","radio","radio","NOUN",2,"radio archie"
"k-duck","k-duck","ADJ","Degree=Pos","amod","radio","radio","NOUN",1,"radio k-duck"
"power","power","NOUN","Number=Sing","obj","radios","radio","NOUN",1,"radio power"
"primitive","primitive","ADJ","Degree=Pos","amod","arts","art","NOUN",2,"art primitive"
"dramas","dramas","NOUN","Number=Plur","nsubj","art","art","NOUN",2,"art dramas"
"touring","touring","VERB","VerbForm=Ger","amod","band","band","NOUN",1,"band touring"
"most","most","ADJ","Degree=Sup","nmod","band","band","NOUN",1,"band most"
"ego","ego","NOUN","Number=Sing","obl","art","art","NOUN",1,"art ego"
"figures","figure","NOUN","Number=Plur","nmod","art","art","NOUN",1,"art figure"
"snow","snow","NOUN","Number=Sing","nmod","band","band","NOUN",1,"band snow"
"centre","centre","NOUN","Number=Sing","nmod","band","band","NOUN",7,"band centre"
"coloured","colou","ADJ","Degree=Pos","amod","bands","band","NOUN",1,"band colou"
"lover","lover","NOUN","Number=Sing","nmod","radio","radio","NOUN",1,"radio lover"
"billiards","billiards","NOUN","Number=Plur","nmod","art","art","NOUN",1,"art billiards"
"letters","letter","NOUN","Number=Plur","nmod","art","art","NOUN",1,"art letter"
"prediction","prediction","NOUN","Number=Sing","nsubj","art","art","NOUN",2,"art prediction"
"reference","reference","NOUN","Number=Sing","nmod","art","art","NOUN",1,"art reference"
"cranked","cranked","VERB","Tense=Past|VerbForm=Part","amod","radio","radio","NOUN",1,"radio cranked"
"collectable","collectable","ADJ","Degree=Pos","amod","art","art","NOUN",1,"art collectable"
"regimental","regimental","ADJ","Degree=Pos","amod","bands","band","NOUN",1,"band regimental"
"argument","argument","NOUN","Number=Sing","nmod","art","art","NOUN",2,"art argument"
"hebden","hebden","ADJ","Degree=Pos","amod","band","band","NOUN",1,"band hebden"
"letendre","letendre","NOUN","Number=Sing","nmod","radio","radio","NOUN",1,"radio letendre"
"sailors","sailor","NOUN","Number=Plur","nmod","band","band","NOUN",2,"band sailor"
"petty","petty","NOUN","Number=Sing","nmod","band","band","NOUN",2,"band petty"
"redemption","redemption","NOUN","Number=Sing","nmod","art","art","NOUN",1,"art redemption"
"davis","davis","NOUN","Number=Plur","nsubj","radioed","radio","VERB",1,"radio davis"
"exchange","exchange","NOUN","Number=Sing","obl","radioed","radio","VERB",1,"radio exchange"
"promotion","promotion","NOUN","Number=Sing","nmod","art","art","NOUN",3,"art promotion"
"armstrong","armstrong","NOUN","Number=Sing","nmod","concert","concert","NOUN",1,"concert armstrong"
"gis","gis","NOUN","Number=Plur","nmod","band","band","NOUN",1,"band gis"
"trumped","trump","VERB","Tense=Past|VerbForm=Part","amod","art","art","NOUN",2,"art trump"
"range","range","NOUN","Number=Sing","nmod","band","band","NOUN",1,"band range"
"material","material","NOUN","Number=Sing","nmod","bands","band","NOUN",2,"band material"
"ultrared","ultrared","ADJ","Degree=Pos","amod","band","band","NOUN",1,"band ultrared"
"infrared","infrar","VERB","Tense=Past|VerbForm=Part","amod","band","band","NOUN",1,"band infrar"
"billy","billy","ADJ","Degree=Pos","amod","band","band","NOUN",1,"band billy"
"60s","60","NOUN","Number=Plur","nmod","band","band","NOUN",1,"band 60"
"nechipitibus","nechipitibus","NOUN","Number=Sing","obj","bands","band","VERB",1,"band nechipitibus"
"television","television","NOUN","Number=Sing","obl","radio","radio","NOUN",1,"radio television"
"colour","colour","NOUN","Number=Sing","nmod","bands","band","NOUN",2,"band colour"
"dopest","dopest","ADJ","Degree=Sup","amod","band","band","NOUN",4,"band dopest"
"am","am","ADJ","Degree=Pos","amod","radio","radio","NOUN",4,"radio am"
"horizontal","horizontal","ADJ","Degree=Pos","amod","band","band","NOUN",2,"band horizontal"
"idiotic","idiotic","ADJ","Degree=Pos","amod","radio","radio","NOUN",3,"radio idiotic"
"figural","figural","ADJ","Degree=Pos","amod","art","art","NOUN",2,"art figural"
"come","come","VERB","Tense=Past|VerbForm=Part","amod","art","art","NOUN",1,"art come"
"settings","setting","NOUN","Number=Plur","nmod","art","art","NOUN",1,"art setting"
"form","form","NOUN","Number=Sing","nsubj","art","art","NOUN",1,"art form"
"dimensional","dimensional","ADJ","Degree=Pos","amod","art","art","NOUN",2,"art dimensional"
"prominent","prominent","ADJ","Degree=Pos","amod","band","band","NOUN",1,"band prominent"
"base","base","NOUN","Number=Sing","nmod","band","band","NOUN",1,"band base"
"most","most","ADJ","Degree=Sup","nmod","art","art","NOUN",1,"art most"
"muslims","muslim","NOUN","Number=Plur","nmod","art","art","NOUN",1,"art muslim"
"uniform","uniform","NOUN","Number=Sing","nmod","band","band","NOUN",1,"band uniform"
"sugar","sugar","ADJ","Degree=Pos","amod","band","band","NOUN",1,"band sugar"
"paramedic","paramedic","ADJ","Degree=Pos","amod","radios","radio","NOUN",3,"radio paramedic"
"l","l","ADJ","Degree=Pos","amod","art","art","NOUN",2,"art l"
"theologians","theologian","NOUN","Number=Plur","nmod","band","band","NOUN",1,"band theologian"
"scavenging","scavenging","NOUN","Number=Sing","nmod","art","art","NOUN",6,"art scavenging"
"baymouth","baymouth","NOUN","Number=Sing","obj","radio","radio","VERB",1,"radio baymouth"
"master","master","NOUN","Number=Sing","obj","radioed","radio","VERB",2,"radio master"
"maassluis","maassluis","NOUN","Number=Plur","obl","radioed","radio","VERB",1,"radio maassluis"
"wrong","wrong","ADJ","Degree=Pos","amod","bands","band","NOUN",20,"band wrong"
"barbarians","barbarian","NOUN","Number=Plur","nmod","band","band","NOUN",8,"band barbarian"
"makeup","makeup","NOUN","Number=Sing","nmod","art","art","NOUN",1,"art makeup"
"singing","singe","NOUN","Number=Sing","nsubj","art","art","NOUN",2,"art singe"
"directions","direction","NOUN","Number=Plur","obj","radio","radio","VERB",1,"radio direction"
"headquarters","headquarters","NOUN","Number=Plur","obl","radioed","radio","VERB",1,"radio headquarters"
"assault","assault","NOUN","Number=Sing","nmod","art","art","NOUN",3,"art assault"
"following","follow","VERB","VerbForm=Ger","amod","band","band","NOUN",15,"band follow"
"seville","seville","NOUN","Number=Sing","nmod","radio","radio","NOUN",1,"radio seville"
"boonhanded","boonhanded","VERB","Tense=Past|VerbForm=Part","amod","band","band","NOUN",1,"band boonhanded"
"biblical","biblical","ADJ","Degree=Pos","amod","art","art","NOUN",1,"art biblical"
"shifting","shifting","NOUN","Number=Sing","nsubj","art","art","NOUN",3,"art shifting"
"information","information","NOUN","Number=Sing","obj","radioing","radio","VERB",2,"radio information"
"cars","car","NOUN","Number=Plur","nmod","radios","radio","NOUN",1,"radio car"
"stan","stan","ADJ","Degree=Pos","amod","radio","radio","NOUN",1,"radio stan"
"companions","companion","NOUN","Number=Plur","nmod","band","band","NOUN",1,"band companion"
"survivaé","survivaé","NOUN","Number=Sing","nmod","art","art","NOUN",1,"art survivaé"
"ethnic","ethnic","ADJ","Degree=Pos","amod","concert","concert","NOUN",1,"concert ethnic"
"arabs","arab","NOUN","Number=Plur","nmod","band","band","NOUN",3,"band arab"
"sophie","sophie","NOUN","Number=Sing","nmod","concert","concert","NOUN",1,"concert sophie"
"blessed","bless","VERB","Tense=Past|VerbForm=Part","amod","radio","radio","NOUN",4,"radio bless"
"blessed","blesse","VERB","Tense=Past|VerbForm=Part","amod","radio","radio","NOUN",1,"radio blesse"
"irst","irst","ADJ","Degree=Pos|NumType=Ord","amod","art","art","NOUN",26,"art irst"
"plan","plan","NOUN","Number=Sing","nmod","radio","radio","NOUN",1,"radio plan"
"charming","charming","NOUN","Number=Sing","nsubj","art","art","NOUN",2,"art charming"
"neapolitan","neapolitan","ADJ","Degree=Pos","amod","band","band","NOUN",1,"band neapolitan"
"hurry","hurry","NOUN","Number=Sing","nmod","band","band","NOUN",3,"band hurry"
"occupation","occupation","NOUN","Number=Sing","nsubj","art","art","NOUN",2,"art occupation"
"beezers","beezer","NOUN","Number=Plur","nmod","art","art","NOUN",4,"art beezer"
"hands","hand","NOUN","Number=Plur","nmod","art","art","NOUN",1,"art hand"
"kalyuzhny","kalyuzhny","ADJ","Degree=Pos","amod","art","art","NOUN",1,"art kalyuzhny"
"taoists","taoist","NOUN","Number=Plur","nmod","art","art","NOUN",5,"art taoist"
"evil","evil","ADJ","Degree=Pos","amod","arts","art","NOUN",4,"art evil"
"ommadon","ommadon","NOUN","Number=Sing","nmod","arts","art","NOUN",3,"art ommadon"
"civic","civic","ADJ","Degree=Pos","amod","concert","concert","NOUN",1,"concert civic"
"whate","whate","ADJ","Degree=Pos","amod","art","art","NOUN",1,"art whate"
"ferret","ferret","NOUN","Number=Sing","nsubj","radioed","radio","VERB",7,"radio ferret"
"afternoon","afternoon","NOUN","Number=Sing","nmod","radio","radio","NOUN",3,"radio afternoon"
"freemen","freeman","NOUN","Number=Plur","nmod","band","band","NOUN",7,"band freeman"
"annie","annies","NOUN","Number=Sing","nsubj","radio","radio","NOUN",1,"radio annies"
"hannigan","hannigan","NOUN","Number=Sing","nsubj","radio","radio","NOUN",1,"radio hannigan"
"47th","47th","ADJ","Degree=Pos|NumType=Ord","amod","band","band","NOUN",2,"band 47th"
"michael","michael","ADJ","Degree=Pos","amod","concerts","concert","NOUN",2,"concert michael"
"guild","guild","NOUN","Number=Sing","nsubj","band","band","NOUN",1,"band guild"
"awful","awful","ADJ","Degree=Pos","amod","radio","radio","NOUN",7,"radio awful"
"parents","parent","NOUN","Number=Plur","obj","radio","radio","VERB",10,"radio parent"
"dad","dad","NOUN","Number=Sing","obj","radioing","radio","VERB",10,"radio dad"
"u.s.","u.s.","NOUN","Number=Sing","obl","radio","radio","VERB",4,"radio u.s."
"naval","naval","ADJ","Degree=Pos","amod","radio","radio","NOUN",5,"radio naval"
"program","program","NOUN","Number=Sing","nsubj","radio","radio","NOUN",1,"radio program"
"subsidy","subsidy","NOUN","Number=Sing","nsubj","art","art","NOUN",1,"art subsidy"
"culture","culture","NOUN","Number=Sing","obl","art","art","NOUN",1,"art culture"
"relevant","relevant","ADJ","Degree=Pos","amod","art","art","NOUN",3,"art relevant"
"pokery","pokery","NOUN","Number=Sing","nmod","art","art","NOUN",3,"art pokery"
"subsidising","subsidising","VERB","VerbForm=Ger","amod","art","art","NOUN",2,"art subsidising"
"ragtime","ragtime","ADJ","Degree=Pos","amod","bands","band","NOUN",5,"band ragtime"
"uniform","uniform","NOUN","Number=Sing","nmod","radio","radio","NOUN",7,"radio uniform"
"unrecorded","unrecorded","ADJ","Degree=Pos","amod","band","band","NOUN",1,"band unrecorded"
"marked","mark","VERB","Tense=Past|VerbForm=Part","amod","band","band","NOUN",1,"band mark"
"spain","spain","NOUN","Number=Sing","nmod","radio","radio","NOUN",3,"radio spain"
"show","show","NOUN","Number=Sing","nmod","band","band","NOUN",1,"band show"
"doctor","doctor","NOUN","Number=Sing","nmod","radio","radio","NOUN",1,"radio doctor"
"central","central","ADJ","Degree=Pos","nmod","radio","radio","NOUN",4,"radio central"
"cycling","cycle","VERB","VerbForm=Ger","amod","band","band","NOUN",1,"band cycle"
"meditating","meditating","NOUN","Number=Sing","nmod","art","art","NOUN",4,"art meditating"
"whatmartiai","whatmartiai","ADJ","Degree=Pos","amod","art","art","NOUN",1,"art whatmartiai"
"powers","powers","NOUN","Number=Plur","nmod","concert","concert","NOUN",3,"concert powers"
"mix","mix","NOUN","Number=Sing","nmod","art","art","NOUN",3,"art mix"
"language","language","NOUN","Number=Sing","obj","art","art","NOUN",2,"art language"
"economic","economic","ADJ","Degree=Pos","amod","art","art","NOUN",2,"art economic"
"arsonists","arsonist","NOUN","Number=Plur","nmod","bands","band","NOUN",1,"band arsonist"
"painting","painting","NOUN","Number=Sing","obl","art","art","NOUN",1,"art painting"
"cheffing","cheffing","NOUN","Number=Sing","nsubj","art","art","NOUN",1,"art cheffing"
"kindly","kindly","ADJ","Degree=Pos","amod","band","band","NOUN",1,"band kindly"
"dangdang","dangdang","NOUN","Number=Sing","nmod","arts","art","NOUN",3,"art dangdang"
"irregulars","irregular","NOUN","Number=Plur","nmod","bands","band","NOUN",1,"band irregular"
"prep","prep","VERB","Tense=Past|VerbForm=Part","amod","band","band","NOUN",2,"band prep"
"certificate","certificate","NOUN","Number=Sing","nmod","band","band","NOUN",1,"band certificate"
"virtuosi","virtuosi","NOUN","Number=Sing","nmod","band","band","NOUN",1,"band virtuosi"
"teaches","teach","NOUN","Number=Plur","nsubj","arts","art","NOUN",1,"art teach"
"pupil","pupil","NOUN","Number=Sing","nmod","arts","art","NOUN",1,"art pupil"
"city","city","NOUN","Number=Sing","obj","radio","radio","VERB",2,"radio city"
"november","november","NOUN","Number=Sing","nmod","concert","concert","NOUN",6,"concert november"
"marriage","marriage","NOUN","Number=Sing","nsubj","art","art","NOUN",6,"art marriage"
"ladybird","ladybird","NOUN","Number=Sing","nmod","radio","radio","NOUN",1,"radio ladybird"
"spirits","spirit","NOUN","Number=Plur","nmod","band","band","NOUN",1,"band spirit"
"danites","danite","NOUN","Number=Plur","nsubj","band","band","NOUN",1,"band danite"
"gardening","garde","VERB","VerbForm=Ger","nsubj","art","art","NOUN",6,"art garde"
"upstream","upstream","NOUN","Number=Sing","nmod","radio","radio","NOUN",1,"radio upstream"
"elder","elder","ADJ","Degree=Pos","amod","art","art","NOUN",1,"art elder"
"finished","finished","VERB","Tense=Past|VerbForm=Part","amod","art","art","NOUN",1,"art finished"
"reputable","reputable","ADJ","Degree=Pos","amod","band","band","NOUN",9,"band reputable"
"us","us","ADJ","Degree=Pos","amod","band","band","NOUN",3,"band us"
"left","left","NOUN","Number=Sing","nmod","radio","radio","NOUN",2,"radio left"
"mark","mark","NOUN","Number=Sing","nmod","concert","concert","NOUN",6,"concert mark"
"brazilian","brazilian","ADJ","Degree=Pos","amod","radio","radio","NOUN",1,"radio brazilian"
"communist","communist","ADJ","Degree=Pos","amod","radio","radio","NOUN",1,"radio communist"
"excuse","excuse","NOUN","Number=Sing","nmod","art","art","NOUN",1,"art excuse"
"-live","-live","ADJ","Degree=Pos","amod","band","band","NOUN",1,"band -live"
"wherefore","wherefore","ADJ","Degree=Pos","amod","art","art","NOUN",1,"art wherefore"
"trickery","trickery","NOUN","Number=Sing","nsubj","art","art","NOUN",1,"art trickery"
"marines","marine","NOUN","Number=Plur","nmod","bands","band","NOUN",3,"band marine"
"douala","douala","NOUN","Number=Sing","obj","radio","radio","VERB",3,"radio douala"
"present","present","NOUN","Number=Sing","nmod","art","art","NOUN",1,"art present"
"sudden","sudden","ADJ","Degree=Pos","amod","radio","radio","NOUN",5,"radio sudden"
"cops","cops","NOUN","Number=Plur","obj","radio","radio","VERB",1,"radio cops"
"instance","instance","NOUN","Number=Sing","obl","band","band","NOUN",5,"band instance"
"b.b.","b.b.","VERB","Tense=Past|VerbForm=Part","amod","band","band","NOUN",4,"band b.b."
"top","top","NOUN","Number=Sing","obl","radio","radio","VERB",2,"radio top"
"brevity","brevity","NOUN","Number=Sing","nmod","art","art","NOUN",1,"art brevity"
"kids","kid","NOUN","Number=Plur","nsubj","band","band","VERB",1,"band kid"
"acquisitions","acquisition","NOUN","Number=Plur","nmod","art","art","NOUN",1,"art acquisition"
"ancients","ancient","NOUN","Number=Plur","nmod","art","art","NOUN",2,"art ancient"
"ancients","ancients","NOUN","Number=Plur","nmod","art","art","NOUN",2,"art ancients"
"management","management","NOUN","Number=Sing","nmod","concert","concert","NOUN",3,"concert management"
"certain","certain","ADJ","Degree=Pos","amod","arts","art","NOUN",1,"art certain"
"smash","smash","NOUN","Number=Sing","nsubj","radio","radio","NOUN",2,"radio smash"
"kwurst","kwurst","ADJ","Degree=Pos|NumType=Ord","amod","radio","radio","NOUN",8,"radio kwurst"
"call","call","NOUN","Number=Sing","nmod","radio","radio","NOUN",1,"radio call"
"beaux","beaux","ADJ","Degree=Pos","amod","arts","art","NOUN",20,"art beaux"
"nîmes","nîme","NOUN","Number=Plur","nmod","arts","art","NOUN",10,"art nîme"
"vampire","vampire","NOUN","Number=Sing","nmod","arts","art","NOUN",1,"art vampire"
"sucking","suck","VERB","VerbForm=Ger","amod","band","band","NOUN",1,"band suck"
"state","state","NOUN","Number=Sing","obl","radio","radio","NOUN",2,"radio state"
"dc","dc","ADJ","Degree=Pos","amod","band","band","NOUN",27,"band dc"
"casting","casting","NOUN","Number=Sing","nmod","arts","art","NOUN",3,"art casting"
"september","september","NOUN","Number=Sing","nmod","concert","concert","NOUN",1,"concert september"
"smaller","smaller","ADJ","Degree=Cmp","amod","radio","radio","NOUN",2,"radio smaller"
"main","main","ADJ","Degree=Pos","amod","concert","concert","NOUN",1,"concert main"
"festival","festival","ADJ","Degree=Pos","amod","concert","concert","NOUN",1,"concert festival"
"tower","tower","NOUN","Number=Sing","obj","radio","radio","VERB",9,"radio tower"
"capitol","capitol","NOUN","Number=Sing","obl","radio","radio","VERB",1,"radio capitol"
"capitol","capitol","NOUN","Number=Sing","obj","radio","radio","VERB",1,"radio capitol"
"rome","rome","VERB","Tense=Past|VerbForm=Part","amod","radio","radio","NOUN",2,"radio rome"
"sign","sign","NOUN","Number=Sing","obj","radioed","radio","VERB",1,"radio sign"
"oregon","oregon","NOUN","Number=Sing","nmod","band","band","NOUN",1,"band oregon"
"things","thing","NOUN","Number=Plur","obj","radio","radio","NOUN",7,"radio thing"
"pico","pico","NOUN","Number=Sing","nmod","radio","radio","NOUN",1,"radio pico"
"patients","patient","NOUN","Number=Plur","nmod","band","band","NOUN",11,"band patient"
"kawasaki","kawasaki","NOUN","Number=Sing","nmod","arts","art","NOUN",4,"art kawasaki"
"textural","textural","ADJ","Degree=Pos","amod","arts","art","NOUN",2,"art textural"
"lífe","lífe","NOUN","Number=Sing","nmod","art","art","NOUN",1,"art lífe"
"society","society","NOUN","Number=Sing","obl","banded","band","VERB",4,"band society"
"black","black","ADJ","Degree=Pos","amod","concerts","concert","NOUN",1,"concert black"
